Type	Chr	initial_guess	pass_filter
ALU	chr19	56519072	False
ALU	chr19	56519698	False
ALU	chr19	56865669	True
ALU	chr19	57023514	True
ALU	chr19	57425538	True
ALU	chr19	58104690	False
ALU	chr19	59035349	True
ALU	chr2	1471759	True
ALU	chr2	1628651	True
ALU	chr2	1845368	False
ALU	chr2	2539974	True
ALU	chr2	6102504	False
ALU	chr2	9888742	True
ALU	chr2	10880096	True
ALU	chr2	11353637	True
ALU	chr2	11426521	False
ALU	chr2	13076633	True
ALU	chr2	15049480	False
ALU	chr2	15163759	True
ALU	chr2	15519566	True
ALU	chr2	16271450	False
ALU	chr2	17361246	True
ALU	chr2	21381188	True
ALU	chr2	21796779	True
ALU	chr2	23803810	False
ALU	chr2	24597494	False
ALU	chr2	25004399	True
ALU	chr2	26473957	True
ALU	chr2	26623786	False
ALU	chr2	28054191	False
ALU	chr2	29806438	True
ALU	chr2	31527490	True
ALU	chr2	31559575	False
ALU	chr2	31952160	True
ALU	chr2	32365907	True
ALU	chr2	33092032	True
ALU	chr2	33141437	True
ALU	chr2	33849447	True
ALU	chr2	34255479	False
ALU	chr2	36832032	True
ALU	chr2	39315377	True
ALU	chr2	40613654	True
ALU	chr2	43024082	True
ALU	chr2	44825794	True
ALU	chr2	46929001	True
ALU	chr2	47319266	True
ALU	chr2	49733513	True
ALU	chr2	49780379	True
ALU	chr2	50602685	True
ALU	chr2	51469232	True
ALU	chr2	53413000	False
ALU	chr2	54325129	True
ALU	chr2	55594690	False
ALU	chr2	56123036	False
ALU	chr2	57247994	True
ALU	chr2	63779219	True
ALU	chr2	63830072	True
ALU	chr2	65100091	False
ALU	chr2	65163770	True
ALU	chr2	65333752	True
ALU	chr2	66658926	True
ALU	chr2	71570994	True
ALU	chr2	71706212	True
ALU	chr2	72321509	False
ALU	chr2	73359140	False
ALU	chr2	74125519	True
ALU	chr2	75003149	True
ALU	chr2	75387904	True
ALU	chr2	77881835	True
ALU	chr2	78965408	True
ALU	chr2	80769082	True
ALU	chr2	84728681	True
ALU	chr2	85327289	True
ALU	chr2	92121529	False
ALU	chr2	97909877	False
ALU	chr2	98501498	False
ALU	chr2	98502164	False
ALU	chr2	99840993	False
ALU	chr2	100437260	True
ALU	chr2	106585533	True
ALU	chr2	109312215	False
ALU	chr2	111682429	True
ALU	chr2	112447439	True
ALU	chr2	112684150	True
ALU	chr2	112716573	True
ALU	chr2	114106341	True
ALU	chr2	114143029	False
ALU	chr2	116091818	False
ALU	chr2	118642486	False
ALU	chr2	119155698	True
ALU	chr2	120417180	True
ALU	chr2	121797789	True
ALU	chr2	121798449	True
ALU	chr2	122085341	True
ALU	chr2	123330612	True
ALU	chr2	126370808	True
ALU	chr2	126641646	True
ALU	chr2	128638951	True
ALU	chr2	131509583	True
ALU	chr2	138259833	True
ALU	chr2	141534094	True
ALU	chr2	142114237	True
ALU	chr2	145346783	True
ALU	chr2	146347016	True
ALU	chr2	147145736	False
ALU	chr2	148476894	False
ALU	chr2	148650070	True
ALU	chr2	153248231	True
ALU	chr2	154037594	False
ALU	chr2	154160781	False
ALU	chr2	156188227	True
ALU	chr2	157282296	False
ALU	chr2	158279923	True
ALU	chr2	158510356	True
ALU	chr2	159783367	True
ALU	chr2	160107675	True
ALU	chr2	160158978	True
ALU	chr2	160376317	True
ALU	chr2	163678723	True
ALU	chr2	166207552	False
ALU	chr2	167501202	False
ALU	chr2	169144297	True
ALU	chr2	170036288	True
ALU	chr2	171507487	True
ALU	chr2	171901930	True
ALU	chr2	173316805	True
ALU	chr2	173522207	True
ALU	chr2	175735881	True
ALU	chr2	176728245	True
ALU	chr2	177316588	True
ALU	chr2	178318771	False
ALU	chr2	178351571	False
ALU	chr2	183974853	False
ALU	chr2	183975389	False
ALU	chr2	185761598	True
ALU	chr2	187208980	True
ALU	chr2	188202852	True
ALU	chr2	188649587	False
ALU	chr2	188650145	False
ALU	chr2	189163042	True
ALU	chr2	189853892	True
ALU	chr2	189959379	True
ALU	chr2	192840004	True
ALU	chr2	194545022	False
ALU	chr2	198763468	True
ALU	chr2	199666611	True
ALU	chr2	200474192	False
ALU	chr2	202631356	False
ALU	chr2	202722005	False
ALU	chr2	204192048	False
ALU	chr2	207976940	True
ALU	chr2	208472433	True
ALU	chr2	208474407	True
ALU	chr2	208476888	False
ALU	chr2	208532825	False
ALU	chr2	208959554	False
ALU	chr2	209027334	True
ALU	chr2	209103370	False
ALU	chr2	210260709	True
ALU	chr2	212708341	True
ALU	chr2	212925336	True
ALU	chr2	214990782	False
ALU	chr2	215201617	True
ALU	chr2	216548474	False
ALU	chr2	218180751	True
ALU	chr2	219198582	False
ALU	chr2	219576680	True
ALU	chr2	220936429	True
ALU	chr2	220937800	False
ALU	chr2	221599691	False
ALU	chr2	223797777	False
ALU	chr2	223882877	True
ALU	chr2	225774555	True
ALU	chr2	226753736	True
ALU	chr2	227526182	False
ALU	chr2	228477086	True
ALU	chr2	231375369	True
ALU	chr2	232279756	True
ALU	chr2	232422964	False
ALU	chr2	233845858	True
ALU	chr2	233930280	False
ALU	chr2	235343599	False
ALU	chr2	235361552	True
ALU	chr2	235546880	False
ALU	chr2	237776952	True
ALU	chr2	238252207	False
ALU	chr2	238564144	False
ALU	chr2	242272694	False
ALU	chr2	242273328	False
ALU	chr20	1990292	True
ALU	chr20	3037856	True
ALU	chr20	5021165	True
ALU	chr20	5992319	False
ALU	chr20	6305630	False
ALU	chr20	7451201	False
ALU	chr20	8443529	True
ALU	chr20	8670668	True
ALU	chr20	8816459	True
ALU	chr20	9640943	True
ALU	chr20	13704121	True
ALU	chr20	13932395	False
ALU	chr20	14466420	True
ALU	chr20	15087706	True
ALU	chr20	15711418	False
ALU	chr20	15712842	False
ALU	chr20	16647455	False
ALU	chr20	16830693	False
ALU	chr20	16874930	True
ALU	chr20	20095872	True
ALU	chr20	23359758	False
ALU	chr20	26190950	True
ALU	chr20	32231657	False
ALU	chr20	32815988	False
ALU	chr20	38210659	True
ALU	chr20	44359537	True
ALU	chr20	46170754	False
ALU	chr20	47302428	True
ALU	chr20	48207516	False
ALU	chr20	49302236	False
ALU	chr20	52725218	True
ALU	chr20	53761797	True
ALU	chr20	56080839	False
ALU	chr20	58611161	False
ALU	chr20	62406192	False
ALU	chr20	62504514	True
ALU	chr21	16461765	True
ALU	chr21	19102370	False
ALU	chr21	19102868	False
ALU	chr21	23243106	True
ALU	chr21	23579485	True
ALU	chr21	23817309	True
ALU	chr21	24975571	True
ALU	chr21	26354238	True
ALU	chr21	26497346	True
ALU	chr21	27252601	False
ALU	chr21	28675176	False
ALU	chr21	33529810	False
ALU	chr21	33715068	True
ALU	chr21	33855291	True
ALU	chr21	34205709	False
ALU	chr21	34745497	False
ALU	chr21	35383829	False
ALU	chr21	37238012	True
ALU	chr21	39004514	True
ALU	chr21	39057720	False
ALU	chr21	40882427	False
ALU	chr21	44024788	False
ALU	chr21	44284193	True
ALU	chr21	44385928	True
ALU	chr21	47042386	True
ALU	chr21	47667374	True
ALU	chr22	17705281	True
ALU	chr22	17889039	False
ALU	chr22	19361475	True
ALU	chr22	20062966	True
ALU	chr22	22534057	True
ALU	chr22	23872685	True
ALU	chr22	24198675	False
ALU	chr22	25467557	True
ALU	chr22	28776009	True
ALU	chr22	31622499	True
ALU	chr22	31752072	False
ALU	chr22	31998028	True
ALU	chr22	33528555	True
ALU	chr22	34430625	True
ALU	chr22	35140115	True
ALU	chr22	36711903	True
ALU	chr22	37925292	False
ALU	chr22	40403309	False
ALU	chr22	41711034	True
ALU	chr22	42543122	False
ALU	chr22	43214827	True
ALU	chr22	46623072	True
ALU	chr22	49836964	True
ALU	chr22	50273466	False
ALU	chr22	50692570	False
ALU	chr22	50934182	False
ALU	chr3	234587	False
ALU	chr3	1080541	False
ALU	chr3	1666012	False
ALU	chr3	2028120	False
ALU	chr3	2028758	False
ALU	chr3	2280838	False
ALU	chr3	2823630	False
ALU	chr3	2881933	False
ALU	chr3	2882549	False
ALU	chr3	2961970	True
ALU	chr3	3393374	False
ALU	chr3	3393956	False
ALU	chr3	3993895	True
ALU	chr3	4205217	True
ALU	chr3	5039300	False
ALU	chr3	5276230	False
ALU	chr3	6525492	True
ALU	chr3	6679959	True
ALU	chr3	7130474	True
ALU	chr3	7133361	True
ALU	chr3	7614567	True
ALU	chr3	10165392	False
ALU	chr3	10282918	False
ALU	chr3	11640997	False
ALU	chr3	12567216	True
ALU	chr3	12818492	True
ALU	chr3	13141322	False
ALU	chr3	14083249	True
ALU	chr3	15617529	True
ALU	chr3	15779079	True
ALU	chr3	18995988	True
ALU	chr3	19035433	True
ALU	chr3	20806277	False
ALU	chr3	25278518	True
ALU	chr3	28707002	True
ALU	chr3	28840116	True
ALU	chr3	31881353	True
ALU	chr3	33722868	True
ALU	chr3	34702215	True
ALU	chr3	37604365	True
ALU	chr3	38399627	True
ALU	chr3	39215830	False
ALU	chr3	42898434	True
ALU	chr3	44340225	True
ALU	chr3	45174961	True
ALU	chr3	45542785	False
ALU	chr3	45692557	False
ALU	chr3	46550841	True
ALU	chr3	47248249	True
ALU	chr3	47782859	True
ALU	chr3	47825625	False
ALU	chr3	48131163	True
ALU	chr3	48537435	False
ALU	chr3	48746036	True
ALU	chr3	50063104	True
ALU	chr3	50879188	True
ALU	chr3	52979168	False
ALU	chr3	55358589	False
ALU	chr3	56605005	True
ALU	chr3	57564254	True
ALU	chr3	59894584	True
ALU	chr3	63207708	False
ALU	chr3	65158132	True
ALU	chr3	67570474	True
ALU	chr3	68634100	False
ALU	chr3	71588195	False
ALU	chr3	72551599	False
ALU	chr3	74255386	True
ALU	chr3	75271858	False
ALU	chr3	75463614	False
ALU	chr3	76965829	True
ALU	chr3	78443661	True
ALU	chr3	86303307	True
ALU	chr3	87520412	True
ALU	chr3	88478065	True
ALU	chr3	89306721	False
ALU	chr3	95470813	False
ALU	chr3	95874435	True
ALU	chr3	98414924	False
ALU	chr3	98726784	True
ALU	chr3	98898989	False
ALU	chr3	99655459	True
ALU	chr3	100112577	True
ALU	chr3	100177206	True
ALU	chr3	100410557	True
ALU	chr3	101285932	True
ALU	chr3	101432334	True
ALU	chr3	103453459	True
ALU	chr3	106289205	True
ALU	chr3	108460306	False
ALU	chr3	110270940	False
ALU	chr3	110413382	True
ALU	chr3	111226341	True
ALU	chr3	111712379	True
ALU	chr3	112453476	True
ALU	chr3	113047140	True
ALU	chr3	113903587	True
ALU	chr3	114915118	True
ALU	chr3	114976796	True
ALU	chr3	115018175	True
ALU	chr3	116303398	False
ALU	chr3	117969184	False
ALU	chr3	120319016	True
ALU	chr3	120913315	True
ALU	chr3	122383802	False
ALU	chr3	123126645	True
ALU	chr3	123209247	True
ALU	chr3	124808609	True
ALU	chr3	127015524	True
ALU	chr3	128395194	False
ALU	chr3	129938394	True
ALU	chr3	135298314	False
ALU	chr3	135298800	False
ALU	chr3	137363215	True
ALU	chr3	140524461	True
ALU	chr3	142460084	True
ALU	chr3	143194820	True
ALU	chr3	145069401	True
ALU	chr3	147076792	True
ALU	chr3	149357830	True
ALU	chr3	151538668	False
ALU	chr3	151748806	True
ALU	chr3	152611055	False
ALU	chr3	153162622	False
ALU	chr3	155411388	False
ALU	chr3	155531639	False
ALU	chr3	156239941	True
ALU	chr3	157962961	True
ALU	chr3	160126558	False
ALU	chr3	165336948	False
ALU	chr3	168885659	True
ALU	chr3	170037434	False
ALU	chr3	171626456	True
ALU	chr3	171886953	False
ALU	chr3	172322996	True
ALU	chr3	174250886	True
ALU	chr3	174410731	True
ALU	chr3	175308092	True
ALU	chr3	176091367	False
ALU	chr3	176142961	True
ALU	chr3	176505791	False
ALU	chr3	176541882	False
ALU	chr3	176542468	False
ALU	chr3	176913242	True
ALU	chr3	179398976	False
ALU	chr3	183190761	True
ALU	chr3	184273623	True
ALU	chr3	184837871	False
ALU	chr3	186469044	False
ALU	chr3	188883234	True
ALU	chr3	189737304	False
ALU	chr3	190999540	True
ALU	chr3	194175623	False
ALU	chr3	194745872	False
ALU	chr3	194768598	True
ALU	chr3	197549934	True
ALU	chr4	1301775	True
ALU	chr4	2524830	False
ALU	chr4	6357593	True
ALU	chr4	6818732	False
ALU	chr4	9423600	False
ALU	chr4	10722236	True
ALU	chr4	17543226	False
ALU	chr4	17693494	True
ALU	chr4	18000798	True
ALU	chr4	18444662	False
ALU	chr4	19079513	True
ALU	chr4	22043195	True
ALU	chr4	26438678	True
ALU	chr4	28320660	True
ALU	chr4	33846874	False
ALU	chr4	34688645	True
ALU	chr4	39410581	True
ALU	chr4	40014446	True
ALU	chr4	40700850	False
ALU	chr4	40705461	True
ALU	chr4	42088008	True
ALU	chr4	43399961	True
ALU	chr4	48328426	False
ALU	chr4	53851780	True
ALU	chr4	54415651	True
ALU	chr4	56371942	True
ALU	chr4	57717203	True
ALU	chr4	61056047	True
ALU	chr4	61569020	False
ALU	chr4	61825068	True
ALU	chr4	64563099	True
ALU	chr4	64726932	True
ALU	chr4	65216733	True
ALU	chr4	65719076	True
ALU	chr4	67106603	True
ALU	chr4	67963965	True
ALU	chr4	72970660	True
ALU	chr4	73889664	True
ALU	chr4	75860065	False
ALU	chr4	76528870	False
ALU	chr4	76782719	False
ALU	chr4	76940669	True
ALU	chr4	76993797	True
ALU	chr4	78873721	True
ALU	chr4	79289495	True
ALU	chr4	79322953	True
ALU	chr4	79359219	True
ALU	chr4	81590351	False
ALU	chr4	82515429	False
ALU	chr4	82630077	True
ALU	chr4	83340673	True
ALU	chr4	83492754	False
ALU	chr4	86099408	True
ALU	chr4	86470348	True
ALU	chr4	86798750	True
ALU	chr4	88229657	True
ALU	chr4	88292400	False
ALU	chr4	89963282	True
ALU	chr4	95203667	False
ALU	chr4	100376864	True
ALU	chr4	103743939	True
ALU	chr4	103764132	True
ALU	chr4	104744679	True
ALU	chr4	110935018	True
ALU	chr4	111188103	False
ALU	chr4	115371514	False
ALU	chr4	115549928	True
ALU	chr4	116217396	False
ALU	chr4	117350566	True
ALU	chr4	117369053	True
ALU	chr4	119774822	True
ALU	chr4	120720087	True
ALU	chr4	124598511	False
ALU	chr4	128847458	True
ALU	chr4	130065975	False
ALU	chr4	130068510	False
ALU	chr4	133117838	True
ALU	chr4	134137670	True
ALU	chr4	134922367	True
ALU	chr4	135130276	True
ALU	chr4	138189144	False
ALU	chr4	139225262	False
ALU	chr4	140210384	False
ALU	chr4	140938937	True
ALU	chr4	143258348	True
ALU	chr4	145395253	True
ALU	chr4	150245280	True
ALU	chr4	151011558	True
ALU	chr4	151293945	True
ALU	chr4	152186828	False
ALU	chr4	154188270	True
ALU	chr4	154693529	False
ALU	chr4	155124628	False
ALU	chr4	159029562	False
ALU	chr4	159550076	True
ALU	chr4	160016262	False
ALU	chr4	160052674	False
ALU	chr4	161593958	True
ALU	chr4	162947506	False
ALU	chr4	163809468	False
ALU	chr4	163982496	False
ALU	chr4	164757784	True
ALU	chr4	164802804	True
ALU	chr4	167338860	True
ALU	chr4	167524923	False
ALU	chr4	169660075	False
ALU	chr4	169756729	True
ALU	chr4	169989133	False
ALU	chr4	170659025	True
ALU	chr4	170834527	True
ALU	chr4	171428841	True
ALU	chr4	172288883	True
ALU	chr4	174044260	True
ALU	chr4	174508505	True
ALU	chr4	174786616	True
ALU	chr4	175211524	True
ALU	chr4	178611078	False
ALU	chr4	179198268	True
ALU	chr4	179444792	True
ALU	chr4	180257017	True
ALU	chr4	180698392	True
ALU	chr4	180799975	False
ALU	chr4	181503086	True
ALU	chr4	182203129	False
ALU	chr4	182467478	False
ALU	chr4	182468062	False
ALU	chr4	182642388	False
ALU	chr4	183171595	False
ALU	chr4	183256172	False
ALU	chr4	183256809	False
ALU	chr4	184378684	False
ALU	chr4	185051281	False
ALU	chr4	185051889	False
ALU	chr4	185469349	False
ALU	chr4	185593277	False
ALU	chr4	185651664	False
ALU	chr4	185875920	True
ALU	chr4	186361932	True
ALU	chr4	186368683	False
ALU	chr4	186382228	True
ALU	chr4	186408556	False
ALU	chr4	186688214	False
ALU	chr4	187071432	False
ALU	chr4	187093343	False
ALU	chr4	187098350	False
ALU	chr4	188450711	False
ALU	chr4	188686209	True
ALU	chr4	188861805	False
ALU	chr4	189132160	True
ALU	chr4	189140735	False
ALU	chr4	189264535	False
ALU	chr4	189315018	True
ALU	chr4	189794630	False
ALU	chr4	189795188	False
ALU	chr4	189958779	False
ALU	chr4	190563102	False
ALU	chr4	190563723	False
ALU	chr4	190855184	False
ALU	chr5	1585453	True
ALU	chr5	1812745	True
ALU	chr5	2313171	True
ALU	chr5	3128846	False
ALU	chr5	3129457	False
ALU	chr5	3141534	True
ALU	chr5	3732735	False
ALU	chr5	3995170	True
ALU	chr5	4075865	True
ALU	chr5	5595226	True
ALU	chr5	6284534	True
ALU	chr5	7187996	False
ALU	chr5	8702974	False
ALU	chr5	14015753	True
ALU	chr5	16391835	True
ALU	chr5	16716609	True
ALU	chr5	17712575	True
ALU	chr5	18570159	True
ALU	chr5	21515247	False
ALU	chr5	21548983	False
ALU	chr5	22752966	False
ALU	chr5	25233908	True
ALU	chr5	30324305	False
ALU	chr5	31906326	True
ALU	chr5	32762558	False
ALU	chr5	36649513	True
ALU	chr5	36792594	True
ALU	chr5	37602372	True
ALU	chr5	39938452	False
ALU	chr5	40181713	False
ALU	chr5	43541796	True
ALU	chr5	46210547	False
ALU	chr5	50785620	True
ALU	chr5	51432352	True
ALU	chr5	53287334	True
ALU	chr5	54729347	True
ALU	chr5	54865776	True
ALU	chr5	55689399	True
ALU	chr5	55927916	True
ALU	chr5	56100824	True
ALU	chr5	57716146	True
ALU	chr5	61635374	True
ALU	chr5	61857097	True
ALU	chr5	64467741	False
ALU	chr5	64979554	True
ALU	chr5	65569522	False
ALU	chr5	69738401	False
ALU	chr5	73145988	True
ALU	chr5	75275295	True
ALU	chr5	76691442	False
ALU	chr5	78442988	False
ALU	chr5	82316248	True
ALU	chr5	83127417	True
ALU	chr5	84384494	True
ALU	chr5	84544388	True
ALU	chr5	84929639	False
ALU	chr5	86372662	True
ALU	chr5	94745184	True
ALU	chr5	94994346	False
ALU	chr5	95966526	True
ALU	chr5	96842232	True
ALU	chr5	98973000	True
ALU	chr5	99093490	False
ALU	chr5	99299923	True
ALU	chr5	99304337	True
ALU	chr5	100060233	True
ALU	chr5	100497379	False
ALU	chr5	104761395	False
ALU	chr5	110085905	True
ALU	chr5	112555548	False
ALU	chr5	114355270	True
ALU	chr5	114739781	True
ALU	chr5	116744667	True
ALU	chr5	117387085	True
ALU	chr5	118031618	False
ALU	chr5	118977573	True
ALU	chr5	122582742	True
ALU	chr5	123194289	True
ALU	chr5	124549646	False
ALU	chr5	125730664	True
ALU	chr5	125841121	True
ALU	chr5	125902698	False
ALU	chr5	128080728	False
ALU	chr5	130853210	True
ALU	chr5	132170779	True
ALU	chr5	132279970	True
ALU	chr5	133762859	True
ALU	chr5	137822890	False
ALU	chr5	139595164	True
ALU	chr5	141394275	False
ALU	chr5	141409441	False
ALU	chr5	143010744	True
ALU	chr5	143407126	True
ALU	chr5	146637825	True
ALU	chr5	149057077	True
ALU	chr5	149147981	False
ALU	chr5	149746040	False
ALU	chr5	152529814	True
ALU	chr5	153940970	False
ALU	chr5	154316052	True
ALU	chr5	155290551	True
ALU	chr5	156566721	True
ALU	chr5	158717233	True
ALU	chr5	159122156	True
ALU	chr5	166885460	False
ALU	chr5	167794761	False
ALU	chr5	168911911	True
ALU	chr5	170201340	True
ALU	chr5	171546795	False
ALU	chr5	171893736	True
ALU	chr5	173338897	False
ALU	chr5	174760805	True
ALU	chr5	178087759	True
ALU	chr5	178109051	True
ALU	chr5	178726060	False
ALU	chr5	178726663	False
ALU	chr5	178755825	False
ALU	chr5	179216227	True
ALU	chr5	179369202	True
ALU	chr5	179448064	True
ALU	chr5	179617752	False
ALU	chr5	179620389	False
ALU	chr6	856278	False
ALU	chr6	856885	False
ALU	chr6	1674201	True
ALU	chr6	2972560	True
ALU	chr6	5488906	True
ALU	chr6	5853333	False
ALU	chr6	6939382	True
ALU	chr6	10295807	False
ALU	chr6	12102186	True
ALU	chr6	12211643	True
ALU	chr6	13521218	True
ALU	chr6	17249966	True
ALU	chr6	17416394	True
ALU	chr6	17690541	True
ALU	chr6	17748927	True
ALU	chr6	18346436	True
ALU	chr6	18470062	True
ALU	chr6	18899156	True
ALU	chr6	19137116	True
ALU	chr6	19346458	True
ALU	chr6	20520256	False
ALU	chr6	20887958	True
ALU	chr6	23978374	True
ALU	chr6	27701587	True
ALU	chr6	32589820	True
ALU	chr6	33857820	False
ALU	chr6	35065005	True
ALU	chr6	40046859	True
ALU	chr6	40170367	True
ALU	chr6	40731396	True
ALU	chr6	43895570	True
ALU	chr6	45260453	True
ALU	chr6	46077543	False
ALU	chr6	47708223	True
ALU	chr6	50756904	True
ALU	chr6	52537078	True
ALU	chr6	52834064	True
ALU	chr6	53609576	False
ALU	chr6	53648718	True
ALU	chr6	55008001	True
ALU	chr6	57331660	True
ALU	chr6	57591090	False
ALU	chr6	64836318	False
ALU	chr6	65830311	False
ALU	chr6	66164091	False
ALU	chr6	66816120	True
ALU	chr6	67782346	True
ALU	chr6	68311293	True
ALU	chr6	68314131	True
ALU	chr6	68318983	False
ALU	chr6	68502507	True
ALU	chr6	69543488	True
ALU	chr6	70327738	True
ALU	chr6	71729299	True
ALU	chr6	72580488	True
ALU	chr6	72753400	True
ALU	chr6	73991624	False
ALU	chr6	73992139	False
ALU	chr6	74504805	True
ALU	chr6	77357875	True
ALU	chr6	77548639	True
ALU	chr6	78843228	True
ALU	chr6	79723874	True
ALU	chr6	88698104	True
ALU	chr6	93390186	True
ALU	chr6	93576122	True
ALU	chr6	93853275	True
ALU	chr6	94930771	True
ALU	chr6	95368412	True
ALU	chr6	95678086	False
ALU	chr6	96509207	True
ALU	chr6	97686718	False
ALU	chr6	98251428	True
ALU	chr6	100328226	True
ALU	chr6	100407433	True
ALU	chr6	104350652	True
ALU	chr6	104490555	False
ALU	chr6	107139092	False
ALU	chr6	108321700	False
ALU	chr6	108322300	False
ALU	chr6	110102972	True
ALU	chr6	114548367	True
ALU	chr6	115788669	True
ALU	chr6	116307044	True
ALU	chr6	116898729	True
ALU	chr6	117768760	False
ALU	chr6	118626208	True
ALU	chr6	119068635	True
ALU	chr6	119269124	False
ALU	chr6	120380295	True
ALU	chr6	120568284	True
ALU	chr6	125421346	True
ALU	chr6	126423637	True
ALU	chr6	129828189	True
ALU	chr6	129895004	True
ALU	chr6	130614738	True
ALU	chr6	131113245	True
ALU	chr6	131273526	True
ALU	chr6	132320493	False
ALU	chr6	133731754	True
ALU	chr6	133996788	True
ALU	chr6	135586433	True
ALU	chr6	136235486	False
ALU	chr6	137254132	True
ALU	chr6	138276909	True
ALU	chr6	139294793	True
ALU	chr6	141134089	True
ALU	chr6	141770888	True
ALU	chr6	143951369	True
ALU	chr6	144247748	False
ALU	chr6	146887255	True
ALU	chr6	150302831	False
ALU	chr6	150910873	True
ALU	chr6	155438304	True
ALU	chr6	157397707	True
ALU	chr6	158497019	True
ALU	chr6	158806882	False
ALU	chr6	158952427	True
ALU	chr6	159166200	False
ALU	chr6	159204426	True
ALU	chr6	161336468	True
ALU	chr6	163013784	True
ALU	chr6	163814202	True
ALU	chr6	165186987	True
ALU	chr6	166648167	False
ALU	chr6	167124837	True
ALU	chr6	170500754	True
ALU	chr6_mann_hap4	1218664	False
ALU	chr7	322748	False
ALU	chr7	323420	True
ALU	chr7	969844	False
ALU	chr7	5831618	False
ALU	chr7	7062420	True
ALU	chr7	7347261	False
ALU	chr7	7347803	False
ALU	chr7	13649371	False
ALU	chr7	15666203	True
ALU	chr7	22853395	True
ALU	chr7	23665729	True
ALU	chr7	24348405	False
ALU	chr7	32831239	False
ALU	chr7	33195371	True
ALU	chr7	36164932	False
ALU	chr7	36252235	True
ALU	chr7	37836693	True
ALU	chr7	38209165	True
ALU	chr7	38478272	False
ALU	chr7	38759679	True
ALU	chr7	39749780	True
ALU	chr7	42647773	False
ALU	chr7	43321362	False
ALU	chr7	45681581	False
ALU	chr7	45789248	False
ALU	chr7	46366984	False
ALU	chr7	47551185	True
ALU	chr7	47803965	True
ALU	chr7	49057608	True
ALU	chr7	53196335	True
ALU	chr7	55410176	True
ALU	chr7	56244878	True
ALU	chr7	56278776	True
ALU	chr7	62031635	False
ALU	chr7	63456873	True
ALU	chr7	63880203	True
ALU	chr7	65565835	True
ALU	chr7	66188771	True
ALU	chr7	66319827	True
ALU	chr7	66610071	False
ALU	chr7	66702208	True
ALU	chr7	66718419	False
ALU	chr7	66725193	True
ALU	chr7	68129056	True
ALU	chr7	68758471	True
ALU	chr7	70800972	True
ALU	chr7	73530653	True
ALU	chr7	76044136	True
ALU	chr7	76870846	True
ALU	chr7	78278546	False
ALU	chr7	80168573	False
ALU	chr7	82430547	True
ALU	chr7	82851716	True
ALU	chr7	82947201	True
ALU	chr7	83500712	False
ALU	chr7	84742934	False
ALU	chr7	85513732	False
ALU	chr7	85860607	False
ALU	chr7	86303561	True
ALU	chr7	88073694	False
ALU	chr7	88380401	True
ALU	chr7	89027596	False
ALU	chr7	91751559	True
ALU	chr7	93357401	True
ALU	chr7	94778982	True
ALU	chr7	95101187	True
ALU	chr7	97067599	True
ALU	chr7	97445572	False
ALU	chr7	98197843	True
ALU	chr7	99146649	True
ALU	chr7	100553973	False
ALU	chr7	100613289	False
ALU	chr7	100614553	True
ALU	chr7	101000445	True
ALU	chr7	104895629	True
ALU	chr7	105133259	False
ALU	chr7	105466133	True
ALU	chr7	105564402	True
ALU	chr7	107410676	True
ALU	chr7	109077967	True
ALU	chr7	109283266	False
ALU	chr7	109353387	False
ALU	chr7	110854691	True
ALU	chr7	118083295	True
ALU	chr7	123781456	True
ALU	chr7	125873953	True
ALU	chr7	127929296	True
ALU	chr7	128114389	False
ALU	chr7	128150880	True
ALU	chr7	128193098	True
ALU	chr7	129282658	False
ALU	chr7	130459459	True
ALU	chr7	131524147	False
ALU	chr7	131851141	True
ALU	chr7	133581760	False
ALU	chr7	136606563	False
ALU	chr7	138335572	True
ALU	chr7	138504407	True
ALU	chr7	138791588	True
ALU	chr7	139109644	False
ALU	chr7	140181636	False
ALU	chr7	141013554	True
ALU	chr7	141748337	True
ALU	chr7	144196854	False
ALU	chr7	147585851	True
ALU	chr7	148178637	True
ALU	chr7	149081854	False
ALU	chr7	149082405	False
ALU	chr7	150582227	True
ALU	chr7	150719530	True
ALU	chr7	153966024	True
ALU	chr7	154858272	True
ALU	chr7	155110630	True
ALU	chr7	156734762	False
ALU	chr7	156735347	False
ALU	chr7	157350833	True
ALU	chr7	157448822	True
ALU	chr8	1141508	False
ALU	chr8	1672005	False
ALU	chr8	3036884	False
ALU	chr8	4551329	True
ALU	chr8	4769639	False
ALU	chr8	8386994	True
ALU	chr8	9013046	True
ALU	chr8	9665661	True
ALU	chr8	9807863	True
ALU	chr8	11076313	True
ALU	chr8	12499045	True
ALU	chr8	13561300	True
ALU	chr8	13650869	True
ALU	chr8	15219331	True
ALU	chr8	15387182	False
ALU	chr8	15387751	False
ALU	chr8	15399319	True
ALU	chr8	16102891	True
ALU	chr8	17336011	True
ALU	chr8	17710795	False
ALU	chr8	17943150	True
ALU	chr8	19048069	True
ALU	chr8	19658949	True
ALU	chr8	22779908	True
ALU	chr8	22802633	False
ALU	chr8	24779059	True
ALU	chr8	25172662	True
ALU	chr8	25277925	True
ALU	chr8	26073355	True
ALU	chr8	26215739	True
ALU	chr8	26742484	True
ALU	chr8	30580053	True
ALU	chr8	32360001	True
ALU	chr8	34469549	False
ALU	chr8	34922997	True
ALU	chr8	35068938	True
ALU	chr8	38863973	False
ALU	chr8	39387278	True
ALU	chr8	39700385	True
ALU	chr8	41157117	True
